  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
171160 99999 201005191000 290   7 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   65   51 1014.6 ***** 1002.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005191100 330   6 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   65   53 1014.7 ***** 1002.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005191200 090   2 ***  98 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 1   62   58 1014.5 ***** 1002.6 *** *** ***** 0.00T ***** ***** ** 
171160 99999 201005191300 080   2 *** 118 BKN 2 5 0  9.4 25 ** ** ** ** ** ** ** 8   67   51 1014.4 ***** 1002.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005191400 330   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   68   51 1014.2 ***** 1002.3 *** *** ***** ***** ***** ***** ** 
171160 99999 201005191500 250   7 ***  30 BKN 2 5 0  4.4 80 ** ** ** ** ** ** ** 8   61   55 1015.5 ***** 1003.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005191800 200   3 ***  79 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 8   59   56 1016.5 ***** 1004.6  69 *** ***** ***** *****  0.08 ** 
171160 99999 201005192100 040   1 ***  89 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 8   57   57 1016.6 ***** 1004.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005200000 ***   0 ***  89 BKN 2 5 0  6.2 02 ** ** ** ** ** ** ** 8   57   56 1016.6 ***** 1004.7 *** *** *****  0.02 ***** ***** ** 
171160 99999 201005200300 220   5 ***  89 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   57   55 1017.2 ***** 1005.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005200600 240   6 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   57   55 1018.1 ***** 1006.1 ***  56 ***** ***** *****  0.02 ** 
171160 99999 201005200700 230   3 *** 118 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 8   57   55 1018.2 ***** 1006.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005200800 270   5 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   62   54 1018.0 ***** 1006.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005200900 310   7 ***  98 BKN 2 5 0  6.2 01 ** ** ** ** ** ** ** 8   63   56 1017.9 ***** 1006.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005201000 320   8 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   55 1017.7 ***** 1005.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005201100 290   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   66   52 1017.4 ***** 1005.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005201200 340   7 *** 118 BKN 2 5 0  9.4 02 ** ** ** ** ** ** ** 8   67   52 1017.0 ***** 1005.1 *** *** *****  0.04 ***** ***** ** 
171160 99999 201005201300 330   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   69   50 1016.7 ***** 1004.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005201400 260   7 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   68   47 1016.5 ***** 1004.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005201500 310   5 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   66   52 1016.5 ***** 1004.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005201800 ***   0 *** 722 SCT 1 0 0  9.4 ** ** ** ** ** ** ** ** *   60   53 1015.9 ***** 1004.0  70 *** ***** ***** *****  0.04 ** 
171160 99999 201005202100 070   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   55   51 1016.2 ***** 1004.3 *** *** ***** ***** ***** ***** ** 
171160 99999 201005210000 080   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   51   50 1015.7 ***** 1003.7 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005210300 080   1 *** 722 SCT 0 3 0  7.5 ** ** ** ** ** ** ** ** *   49   49 1015.1 ***** 1002.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005210600 070   5 *** 722 SCT 0 0 1 12.5 ** ** ** ** ** ** ** ** *   62   49 1014.3 ***** 1002.4 ***  49 ***** ***** *****  0.00 ** 
171160 99999 201005210800 070   2 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   67   51 1013.7 ***** 1001.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005210900 240   5 ***  79 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 2   67   49 1013.8 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005211000 220   6 ***  25 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 2   65   48 1014.0 ***** 1002.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005211100 360   2 *** 118 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 8   65   51 1013.6 ***** 1001.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005211200 020   2 ***  89 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 8   65   52 1013.4 ***** 1001.5 *** *** ***** 0.00T ***** ***** ** 
171160 99999 201005211300 020   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   68   49 1012.5 ***** 1000.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005211400 040   3 *** 118 BKN 1 5 0 12.5 ** ** ** ** ** ** ** ** *   69   48 1011.6 *****  999.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005211500 070   2 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   68   50 1011.1 *****  999.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005211800 210   8 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   52 1011.8 ***** 1000.0  70 *** ***** ***** ***** 0.00T ** 
171160 99999 201005212100 210   3 ***  30 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 2   57   55 1012.6 ***** 1000.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005220000 060   1 ***  30 BKN 2 5 0  5.0 25 ** ** ** ** ** ** ** 8   56   56 1011.7 *****  999.8 *** *** *****  0.16 ***** ***** ** 
171160 99999 201005220300 340   2 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   55   55 1010.7 *****  998.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005220600 070   1 ***  30 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 2   57   57 1010.8 *****  999.0 ***  55 ***** ***** *****  0.16 ** 
171160 99999 201005220700 060   1 *** 118 BKN 2 5 0  7.5 25 ** ** ** ** ** ** ** 8   58   58 1010.8 *****  998.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005220800 360   2 *** 118 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   60   55 1010.7 *****  998.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005220900 320   2 ***  98 BKN 2 5 0  9.4 02 ** ** ** ** ** ** ** 8   64   55 1010.6 *****  998.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005221000 330   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   64   53 1009.9 *****  998.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005221100 310   9 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   65   55 1009.4 *****  997.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005221200 330   9 ***  98 BKN 2 5 0  9.4 02 ** ** ** ** ** ** ** 8   67   55 1008.9 *****  997.1 *** *** ***** 0.00T ***** ***** ** 
171160 99999 201005221300 350   5 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   65   54 1008.4 *****  996.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005221400 300   5 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   67   51 1008.3 *****  996.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005221500 360   7 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   67   53 1008.2 *****  996.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005221800 240   2 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   62   54 1009.0 *****  997.2  69 *** ***** ***** ***** 0.00T ** 
171160 99999 201005222100 260   3 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   59   56 1009.9 *****  998.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005230000 250   3 ***  98 BKN 1 5 0 12.5 25 ** ** ** ** ** ** ** 8   57   57 1009.8 *****  998.0 *** *** *****  0.02 ***** ***** ** 
171160 99999 201005230300 230   5 ***  30 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 2   56   56 1010.8 *****  999.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005230600 240   3 ***  98 BKN 2 5 0  6.2 01 ** ** ** ** ** ** ** 8   57   57 1012.6 ***** 1000.7 ***  56 ***** ***** *****  0.35 ** 
171160 99999 201005230700 230   3 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   62   57 1012.9 ***** 1001.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005230800 350   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   65   57 1013.1 ***** 1001.3 *** *** ***** ***** ***** ***** ** 
171160 99999 201005230900 330   6 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   67   56 1013.5 ***** 1001.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005231000 320   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   67   55 1013.7 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005231100 330  10 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   69   53 1013.5 ***** 1001.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005231200 330   7 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   69   51 1013.5 ***** 1001.7 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005231300 310   5 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   70   50 1013.3 ***** 1001.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005231400 240   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   68   53 1013.3 ***** 1001.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005231500 250   5 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   68   53 1013.3 ***** 1001.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005231800 110   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   62   55 1014.2 ***** 1002.3  71 *** ***** ***** *****  0.00 ** 
171160 99999 201005232100 ***   0 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   56   53 1015.5 ***** 1003.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005240000 110   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   54   53 1015.7 ***** 1003.8 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005240300 130   1 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   54   53 1015.7 ***** 1003.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005240600 060   2 ***  98 BKN 1 5 0  9.4 ** ** ** ** ** ** ** ** *   64   54 1016.1 ***** 1004.2 ***  53 ***** ***** *****  0.00 ** 
171160 99999 201005240700 050   2 *** 118 BKN 2 3 0  9.4 ** ** ** ** ** ** ** ** *   65   55 1016.0 ***** 1004.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005240800 330   2 *** 118 BKN 1 3 0 12.5 ** ** ** ** ** ** ** ** *   68   52 1016.1 ***** 1004.3 *** *** ***** ***** ***** ***** ** 
171160 99999 201005240900 280   8 ***  98 BKN 1 3 0 12.5 ** ** ** ** ** ** ** ** *   71   54 1016.3 ***** 1004.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005241000 240   7 *** 118 BKN 1 3 0 12.5 ** ** ** ** ** ** ** ** *   72   54 1016.1 ***** 1004.3 *** *** ***** ***** ***** ***** ** 
171160 99999 201005241100 250   5 *** 722 SCT 1 0 0  6.2 ** ** ** ** ** ** ** ** *   74   52 1015.3 ***** 1003.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005241200 270   3 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   75   51 1015.0 ***** 1003.2 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005241300 310   3 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   76   53 1014.2 ***** 1002.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005241400 360   2 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   76   52 1013.7 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005241500 350   2 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   77   52 1013.4 ***** 1001.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005241800 080   1 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   69   56 1014.3 ***** 1002.5  78 *** ***** ***** *****  0.00 ** 
171160 99999 201005242100 300   2 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   63   55 1015.2 ***** 1003.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005250000 060   1 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   57   55 1015.4 ***** 1003.6 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005250300 100   1 *** 722 CLR 0 0 0  6.2 ** ** ** ** ** ** ** ** *   55   54 1015.2 ***** 1003.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005250600 330   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   66   55 1015.7 ***** 1004.0 ***  54 ***** ***** *****  0.00 ** 
171160 99999 201005250700 280   3 *** 722 SCT 0 0 1  9.4 ** ** ** ** ** ** ** ** *   69   56 1015.7 ***** 1004.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005250800 290   8 *** 722 SCT 0 0 1  9.4 ** ** ** ** ** ** ** ** *   73   53 1015.6 ***** 1003.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005250900 260   6 *** 722 SCT 0 0 1  9.4 ** ** ** ** ** ** ** ** *   74   53 1015.4 ***** 1003.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005251100 260   8 *** 722 SCT 0 0 1  9.4 ** ** ** ** ** ** ** ** *   78   52 1014.7 ***** 1003.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005251200 250  10 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   79   50 1014.5 ***** 1002.8 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005251300 280  10 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   80   48 1014.3 ***** 1002.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005251400 340   9 *** 722 SCT 1 0 0  9.4 ** ** ** ** ** ** ** ** *   79   56 1014.1 ***** 1002.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005251500 340   8 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   78   55 1013.9 ***** 1002.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005251800 ***   0 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   71   53 1014.6 ***** 1002.9  81 *** ***** ***** *****  0.00 ** 
171160 99999 201005252100 ***   0 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   63   56 1015.8 ***** 1004.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005260000 090   5 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   59   56 1015.8 ***** 1003.8 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005260300 070   1 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   56   54 1015.4 ***** 1003.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005260600 090   3 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   69   56 1016.1 ***** 1004.4 ***  55 ***** ***** *****  0.00 ** 
171160 99999 201005260700 060   2 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   73   56 1015.9 ***** 1004.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005260800 060   2 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   76   57 1015.5 ***** 1003.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005260900 050   1 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   78   56 1015.2 ***** 1003.5 *** *** ***** ***** ***** ***** ** 
171160 99999 201005261000 340   5 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   80   55 1015.0 ***** 1003.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005261100 270   3 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   83   55 1014.5 ***** 1002.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005261200 360   5 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   82   56 1014.0 ***** 1002.6 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005261300 320   5 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   83   54 1013.9 ***** 1002.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005261400 320   8 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   83   53 1013.6 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005261500 340   8 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   82   51 1013.3 ***** 1001.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005261800 340   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   71   50 1013.7 ***** 1002.1  84 *** ***** ***** *****  0.00 ** 
171160 99999 201005262100 210   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   64   54 1013.5 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005270000 ***   0 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   60   54 1012.7 ***** 1001.1 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005270300 110   1 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   58   55 1012.8 ***** 1001.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005270600 100   1 *** 722 CLR 0 0 0  6.2 ** ** ** ** ** ** ** ** *   70   57 1013.3 ***** 1001.7 ***  58 ***** ***** *****  0.00 ** 
171160 99999 201005270700 110   1 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   74   56 1013.2 ***** 1001.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005270800 050   2 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   77   57 1012.9 ***** 1001.3 *** *** ***** ***** ***** ***** ** 
171160 99999 201005270900 080   2 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   80   59 1012.5 ***** 1000.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005271000 270   3 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   84   58 1012.0 ***** 1000.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005271100 010   3 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   85   57 1011.4 *****  999.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005271200 300   9 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   87   56 1011.2 *****  999.6 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005271300 310   8 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   86   58 1010.7 *****  999.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005271400 330   7 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   86   57 1010.5 *****  998.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005271500 300   9 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   83   54 1010.3 *****  998.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005271800 260   2 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   73   54 1010.6 *****  999.0  87 *** ***** ***** *****  0.00 ** 
171160 99999 201005272100 300   3 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   67   56 1011.6 ***** 1000.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005280000 270   1 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   61   56 1012.1 ***** 1000.5 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005280300 ***   0 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   58   55 1012.5 ***** 1000.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005280600 060   2 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   70   57 1013.5 ***** 1001.9 ***  56 ***** ***** *****  0.00 ** 
171160 99999 201005280700 070   3 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   74   57 1013.0 ***** 1001.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005280800 040   1 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   79   56 1012.8 ***** 1001.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005280900 030   2 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   82   48 1012.3 ***** 1000.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005281000 330   3 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   85   39 1012.1 ***** 1000.6 *** *** ***** ***** ***** ***** ** 
171160 99999 201005281100 340   3 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   87   41 1011.9 ***** 1000.4 *** *** ***** ***** ***** ***** ** 
171160 99999 201005281200 320   7 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   89   47 1011.5 ***** 1000.0 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005281300 330   9 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   88   50 1011.4 *****  999.8 *** *** ***** ***** ***** ***** ** 
171160 99999 201005281400 340   8 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   88   46 1011.3 *****  999.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005281500 340   7 *** 722 SCT 0 0 1 12.5 ** ** ** ** ** ** ** ** *   87   49 1011.3 *****  999.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005281800 160   1 *** 722 SCT 0 3 0 12.5 ** ** ** ** ** ** ** ** *   77   46 1012.1 ***** 1000.5  89 *** ***** ***** *****  0.00 ** 
171160 99999 201005282100 ***   0 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   65   51 1013.3 ***** 1001.7 *** *** ***** ***** ***** ***** ** 
171160 99999 201005290000 280   1 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   61   52 1013.5 ***** 1001.9 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005290300 100   1 ***  98 BKN 1 3 0  6.2 ** ** ** ** ** ** ** ** *   61   50 1013.5 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005290600 090   1 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   66   55 1014.1 ***** 1002.5 ***  59 ***** ***** *****  0.00 ** 
171160 99999 201005290700 010   2 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   72   53 1014.5 ***** 1002.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005290800 240   2 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   76   50 1014.7 ***** 1003.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005290900 290   2 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   78   50 1014.8 ***** 1003.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005291000 350   5 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   80   51 1014.7 ***** 1003.2 *** *** ***** ***** ***** ***** ** 
171160 99999 201005291100 330   3 *** 118 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   80   53 1014.7 ***** 1003.1 *** *** ***** ***** ***** ***** ** 
171160 99999 201005291200 340   6 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   83   53 1014.2 ***** 1002.8 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005291400 310   6 *** 722 SCT 0 3 0 12.5 ** ** ** ** ** ** ** ** *   84   54 1013.6 ***** 1002.0 *** *** ***** ***** ***** ***** ** 
171160 99999 201005291500 320   7 *** 722 SCT 1 3 0 12.5 ** ** ** ** ** ** ** ** *   82   55 1013.5 ***** 1001.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005291800 ***   0 *** 722 SCT 0 0 1  9.4 ** ** ** ** ** ** ** ** *   75   60 1013.5 ***** 1001.9  85 *** ***** ***** *****  0.00 ** 
171160 99999 201005292100 210   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   69   60 1014.5 ***** 1002.9 *** *** ***** ***** ***** ***** ** 
171160 99999 201005300000 270   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   64   57 1015.0 ***** 1003.2 *** *** *****  0.00 ***** ***** ** 
171160 99999 201005300300 070   1 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   60   58 1014.5 ***** 1002.9 *** *** ***** ***** ***** ***** ** 
